image_url,scientific_name,common_name
https://inaturalist-open-data.s3.amazonaws.com/photos/131714595/medium.jpg,Lycoperdon excipuliforme,Головач продолговатый
https://static.inaturalist.org/photos/131873090/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/131874803/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/132067237/medium.jpg,Ramalina fraxinea,Рамалина ясеневая
https://inaturalist-open-data.s3.amazonaws.com/photos/132099073/medium.jpg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/132099569/medium.jpg,Platismatia glauca,Платисматия сизая
https://inaturalist-open-data.s3.amazonaws.com/photos/132099628/medium.jpg,Platismatia glauca,Платисматия сизая
https://inaturalist-open-data.s3.amazonaws.com/photos/132100356/medium.jpg,Platismatia glauca,Платисматия сизая
https://inaturalist-open-data.s3.amazonaws.com/photos/132100397/medium.jpg,Parmelia saxatilis,Пармелия скальная
https://inaturalist-open-data.s3.amazonaws.com/photos/132100600/medium.jpg,Vulpicida pinastri,Вульпицида сосновая
https://inaturalist-open-data.s3.amazonaws.com/photos/132101108/medium.jpg,Coprinellus disseminatus,Навозник рассеянный
https://inaturalist-open-data.s3.amazonaws.com/photos/132128285/medium.jpeg,Inonotus obliquus,Чага
https://static.inaturalist.org/photos/132171153/medium.jpeg,Marasmius oreades,опёнок луговой
https://inaturalist-open-data.s3.amazonaws.com/photos/132203252/medium.jpeg,Porodaedalea pini,сосновая губка
https://static.inaturalist.org/photos/132301537/medium.jpg,Cladonia arbuscula,Кладония лесная
https://inaturalist-open-data.s3.amazonaws.com/photos/132320063/medium.jpeg,Cetraria islandica,Цетрария исландская
https://inaturalist-open-data.s3.amazonaws.com/photos/132327274/medium.jpeg,Cladonia stellaris,Кладония звездчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/132571037/medium.jpeg,Phlyctis argena,Фликтис серебристый
https://static.inaturalist.org/photos/132326621/medium.jpeg,Fomes fomentarius,Трутовик настоящий
https://inaturalist-open-data.s3.amazonaws.com/photos/132325570/medium.jpeg,Bolbitius titubans,Больбитус золотистый
https://inaturalist-open-data.s3.amazonaws.com/photos/132668140/medium.jpg,Fomes fomentarius,Трутовик настоящий
https://inaturalist-open-data.s3.amazonaws.com/photos/132648367/medium.jpeg,Calocybe gambosa,Майский гриб
https://inaturalist-open-data.s3.amazonaws.com/photos/133059329/medium.jpg,Cetraria islandica islandica,
https://inaturalist-open-data.s3.amazonaws.com/photos/133167306/medium.jpeg,Gyromitra esculenta,Строчок обыкновенный
https://inaturalist-open-data.s3.amazonaws.com/photos/133190973/medium.jpg,Fomitopsis pinicola,Трутовик окаймлённый
https://static.inaturalist.org/photos/133303872/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://static.inaturalist.org/photos/133303912/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://static.inaturalist.org/photos/133304035/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://static.inaturalist.org/photos/133305133/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/133584227/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/133746242/medium.jpeg,Agaricus bitorquis,Шампиньон двукольцевой
https://static.inaturalist.org/photos/133978893/medium.jpg,Parmelia sulcata,Пармелия бороздчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/134040013/medium.jpeg,Phragmidium rubi-idaei,Ржавчина малины
https://inaturalist-open-data.s3.amazonaws.com/photos/134213052/medium.jpeg,Calocybe gambosa,Майский гриб
https://inaturalist-open-data.s3.amazonaws.com/photos/134221197/medium.jpg,Phragmidium rubi-idaei,Ржавчина малины
https://inaturalist-open-data.s3.amazonaws.com/photos/134275691/medium.jpeg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/134275684/medium.jpeg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/134288995/medium.jpeg,Cerioporus squamosus,Трутовик чешуйчатый
https://static.inaturalist.org/photos/134318687/medium.jpg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/134528869/medium.jpg,Fomes fomentarius,Трутовик настоящий
https://inaturalist-open-data.s3.amazonaws.com/photos/134562567/medium.jpg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/134585040/medium.jpeg,Leccinum scabrum,Подберёзовик
https://inaturalist-open-data.s3.amazonaws.com/photos/134625064/medium.jpeg,Evernia prunastri,Эверния сливовая
https://inaturalist-open-data.s3.amazonaws.com/photos/134625347/medium.jpeg,Parmelia sulcata,Пармелия бороздчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/134764591/medium.jpg,Cerioporus squamosus,Трутовик чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/134791489/medium.jpg,Hypogymnia physodes,Гипогимния вздутая
https://inaturalist-open-data.s3.amazonaws.com/photos/134791341/medium.jpg,Vulpicida pinastri,Вульпицида сосновая
https://inaturalist-open-data.s3.amazonaws.com/photos/134797010/medium.jpeg,Parmelia sulcata,Пармелия бороздчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/134920626/medium.jpg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/134987062/medium.jpeg,Physcia caesia,Фисция сизая
https://inaturalist-open-data.s3.amazonaws.com/photos/135230260/medium.jpg,Kuehneromyces mutabilis,Опёнок летний
https://inaturalist-open-data.s3.amazonaws.com/photos/135230725/medium.jpg,Kuehneromyces mutabilis,Опёнок летний
https://inaturalist-open-data.s3.amazonaws.com/photos/135230959/medium.jpg,Cerioporus squamosus,Трутовик чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/135247480/medium.jpeg,Parmelia sulcata,Пармелия бороздчатая
https://static.inaturalist.org/photos/135252804/medium.jpeg,Parmelia sulcata,Пармелия бороздчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/135465040/medium.jpg,Cetraria islandica,Цетрария исландская
https://inaturalist-open-data.s3.amazonaws.com/photos/135484451/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/135484738/medium.jpeg,Phlyctis argena,Фликтис серебристый
https://inaturalist-open-data.s3.amazonaws.com/photos/135557557/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://static.inaturalist.org/photos/135584643/medium.jpeg,Leccinum scabrum,Подберёзовик
https://static.inaturalist.org/photos/135601357/medium.jpeg,Datronia mollis,Датрония мягкая
https://inaturalist-open-data.s3.amazonaws.com/photos/135694922/medium.jpeg,Scutellinia,Скутеллиния
https://static.inaturalist.org/photos/135697915/medium.jpeg,Fomes fomentarius,Трутовик настоящий
https://inaturalist-open-data.s3.amazonaws.com/photos/135700320/medium.jpeg,Kuehneromyces mutabilis,Опёнок летний
https://inaturalist-open-data.s3.amazonaws.com/photos/135761550/medium.jpeg,Ganoderma lucidum,Трутовик лакированный
https://inaturalist-open-data.s3.amazonaws.com/photos/135786084/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://static.inaturalist.org/photos/135958076/medium.jpg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/135983488/medium.jpeg,Evernia prunastri,Эверния сливовая
https://inaturalist-open-data.s3.amazonaws.com/photos/136005579/medium.jpeg,Puccinia coronata,Пукциния корончатая
https://inaturalist-open-data.s3.amazonaws.com/photos/136087802/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/136213938/medium.jpeg,Peziza varia,Пецица изменчивая
https://static.inaturalist.org/photos/136238418/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/136240075/medium.jpg,Taphrina padi,Тафрина черёмуховая
https://inaturalist-open-data.s3.amazonaws.com/photos/136267830/medium.jpeg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/136330323/medium.jpeg,Gyromitra esculenta,Строчок обыкновенный
https://inaturalist-open-data.s3.amazonaws.com/photos/136331118/medium.jpeg,Hypholoma lateritium,Ложноопёнок кирпично-красный
https://inaturalist-open-data.s3.amazonaws.com/photos/136331278/medium.jpeg,Stropharia aeruginosa,Строфария синевато-зеленая
https://inaturalist-open-data.s3.amazonaws.com/photos/136470592/medium.jpeg,Fomes fomentarius,Трутовик настоящий
https://inaturalist-open-data.s3.amazonaws.com/photos/136529341/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/136694692/medium.jpeg,Cerioporus squamosus,Трутовик чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/136700212/medium.jpg,Pseudevernia furfuracea,Псевдеверния зернистая
https://static.inaturalist.org/photos/136731876/medium.jpeg,Leccinum scabrum,Подберёзовик
https://inaturalist-open-data.s3.amazonaws.com/photos/137024666/medium.jpg,Hypogymnia tubulosa,Гипогимния трубчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/137024857/medium.jpg,Cetraria islandica,Цетрария исландская
https://inaturalist-open-data.s3.amazonaws.com/photos/137027541/medium.jpg,Cetraria islandica,Цетрария исландская
https://inaturalist-open-data.s3.amazonaws.com/photos/137027819/medium.jpg,Hypogymnia physodes,Гипогимния вздутая
https://inaturalist-open-data.s3.amazonaws.com/photos/137067882/medium.jpg,Puccinia graminis,стеблевая ржавчина злаков
https://inaturalist-open-data.s3.amazonaws.com/photos/137273573/medium.jpg,Pseudevernia furfuracea,Псевдеверния зернистая
https://inaturalist-open-data.s3.amazonaws.com/photos/137365662/medium.jpeg,Fomes fomentarius,Трутовик настоящий
https://inaturalist-open-data.s3.amazonaws.com/photos/137584159/medium.jpeg,Pseudevernia furfuracea,Псевдеверния зернистая
https://static.inaturalist.org/photos/137607493/medium.jpg,Helvella acetabulum,Лопастник бокальчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/137716932/medium.jpg,Puccinia coronata,Пукциния корончатая
https://inaturalist-open-data.s3.amazonaws.com/photos/138066071/medium.jpg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/138302485/medium.jpg,Inonotus obliquus,Чага
https://inaturalist-open-data.s3.amazonaws.com/photos/138302698/medium.jpg,Inonotus obliquus,Чага
https://inaturalist-open-data.s3.amazonaws.com/photos/138353200/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/138517048/medium.jpg,Cetraria islandica,Цетрария исландская
https://inaturalist-open-data.s3.amazonaws.com/photos/138545505/medium.jpeg,Aspergillus niger,
https://inaturalist-open-data.s3.amazonaws.com/photos/138574429/medium.jpeg,Mutinus ravenelii,Мутинус Равенеля
https://inaturalist-open-data.s3.amazonaws.com/photos/138745038/medium.jpeg,Schizophyllum commune,Щелелистник обыкновенный
https://inaturalist-open-data.s3.amazonaws.com/photos/138797515/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/138797817/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/138965602/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/138971688/medium.jpeg,Pseudevernia furfuracea,Псевдеверния зернистая
https://inaturalist-open-data.s3.amazonaws.com/photos/139035166/medium.jpeg,Cerioporus squamosus,Трутовик чешуйчатый
https://static.inaturalist.org/photos/139186035/medium.jpeg,Cerioporus squamosus,Трутовик чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/139371188/medium.jpg,Puccinia coronata,Пукциния корончатая
https://static.inaturalist.org/photos/139445759/medium.jpg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/139472537/medium.jpeg,Neolentinus lepideus,Пилолистник чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/139478947/medium.jpg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/139553649/medium.jpeg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/139741718/medium.jpeg,Phellinus alni,Трутовик ложный ольховый
https://inaturalist-open-data.s3.amazonaws.com/photos/139886715/medium.jpeg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/139953660/medium.jpeg,Cerioporus squamosus,Трутовик чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/140353440/medium.jpg,Cladonia stellaris,Кладония звездчатая
https://static.inaturalist.org/photos/140356966/medium.jpeg,Mutinus ravenelii,Мутинус Равенеля
https://inaturalist-open-data.s3.amazonaws.com/photos/140584582/medium.jpg,Xanthoria parietina,Ксантория настенная
https://static.inaturalist.org/photos/140605483/medium.jpeg,Evernia prunastri,Эверния сливовая
https://static.inaturalist.org/photos/140643098/medium.jpeg,Fomes fomentarius,Трутовик настоящий
https://inaturalist-open-data.s3.amazonaws.com/photos/140880925/medium.jpeg,Neolentinus ponderosus,
https://inaturalist-open-data.s3.amazonaws.com/photos/140940274/medium.jpeg,Fomes fomentarius,Трутовик настоящий
https://inaturalist-open-data.s3.amazonaws.com/photos/141151107/medium.jpeg,Amanita rubescens,Мухомор серо-розовый
https://inaturalist-open-data.s3.amazonaws.com/photos/141151808/medium.jpeg,Ganoderma applanatum,Трутовик плоский
https://inaturalist-open-data.s3.amazonaws.com/photos/141152317/medium.jpeg,Trametes versicolor,Траметес разноцветный
https://inaturalist-open-data.s3.amazonaws.com/photos/141153254/medium.jpeg,Inonotus obliquus,Чага
https://inaturalist-open-data.s3.amazonaws.com/photos/141153414/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://static.inaturalist.org/photos/141408755/medium.jpeg,Cortinarius violaceus,Паутинник фиолетовый
https://static.inaturalist.org/photos/141409242/medium.jpeg,Calocera viscosa,Калоцера клейкая
https://inaturalist-open-data.s3.amazonaws.com/photos/141604045/medium.jpg,Parmelia sulcata,Пармелия бороздчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/141610081/medium.jpg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/141897321/medium.jpg,Neolentinus lepideus,Пилолистник чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/142149469/medium.jpeg,Neolentinus lepideus,Пилолистник чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/142171121/medium.jpg,Cerioporus squamosus,Трутовик чешуйчатый
https://static.inaturalist.org/photos/142177157/medium.jpeg,Cantharellus cibarius,Лисичка обыкновенная
https://static.inaturalist.org/photos/142275403/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/142344343/medium.jpeg,Cerioporus squamosus,Трутовик чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/142566588/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/142672674/medium.jpeg,Exobasidium vaccinii,Экзобазидиум брусничный
https://inaturalist-open-data.s3.amazonaws.com/photos/142648128/medium.jpg,Scutellinia,Скутеллиния
https://static.inaturalist.org/photos/142818924/medium.jpg,Cladonia stellaris,Кладония звездчатая
https://static.inaturalist.org/photos/144901212/medium.jpg,Phaeolus schweinitzii,Трутовик Швейница
https://inaturalist-open-data.s3.amazonaws.com/photos/142891135/medium.jpeg,Trichaptum biforme,Трихаптум двоякий
https://inaturalist-open-data.s3.amazonaws.com/photos/142894154/medium.jpeg,Ganoderma applanatum,Трутовик плоский
https://inaturalist-open-data.s3.amazonaws.com/photos/142896511/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/142896969/medium.jpeg,Fomes fomentarius,Трутовик настоящий
https://inaturalist-open-data.s3.amazonaws.com/photos/142934289/medium.jpeg,Peltigera aphthosa,Пельтигера пупырчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/142935997/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/142936300/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/142939100/medium.jpeg,Hypogymnia physodes,Гипогимния вздутая
https://inaturalist-open-data.s3.amazonaws.com/photos/143429063/medium.jpg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/143625737/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/143694360/medium.jpg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/143694842/medium.jpg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/143695582/medium.jpg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/143696052/medium.jpg,Fomes fomentarius,Трутовик настоящий
https://inaturalist-open-data.s3.amazonaws.com/photos/144318353/medium.jpeg,Sarcoscypha austriaca,Саркосцифа австрийская
https://inaturalist-open-data.s3.amazonaws.com/photos/143829345/medium.jpg,Trametes cinnabarina,Трутовик киноварно-красный
https://static.inaturalist.org/photos/143830565/medium.jpeg,Climacodon septentrionalis,Климакодон северный
https://inaturalist-open-data.s3.amazonaws.com/photos/143905991/medium.jpg,Hypogymnia physodes,Гипогимния вздутая
https://inaturalist-open-data.s3.amazonaws.com/photos/143910813/medium.jpg,Cantharellus cibarius,Лисичка обыкновенная
https://inaturalist-open-data.s3.amazonaws.com/photos/143927640/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/145090865/medium.jpeg,Platismatia glauca,Платисматия сизая
https://inaturalist-open-data.s3.amazonaws.com/photos/145090852/medium.jpeg,Pseudevernia furfuracea,Псевдеверния зернистая
https://inaturalist-open-data.s3.amazonaws.com/photos/145341786/medium.jpg,Mutinus ravenelii,Мутинус Равенеля
https://inaturalist-open-data.s3.amazonaws.com/photos/145443879/medium.jpg,Ramalina farinacea,Рамалина мучнистая
https://inaturalist-open-data.s3.amazonaws.com/photos/145567717/medium.jpg,Amanita muscaria,Мухомор красный
https://inaturalist-open-data.s3.amazonaws.com/photos/145782912/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/145782954/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/145786718/medium.jpg,Ganoderma applanatum,Трутовик плоский
https://inaturalist-open-data.s3.amazonaws.com/photos/145847481/medium.jpeg,Umbilicaria deusta,Умбиликария обугленная
https://inaturalist-open-data.s3.amazonaws.com/photos/145854893/medium.jpeg,Parmelia saxatilis,Пармелия скальная
https://static.inaturalist.org/photos/145868391/medium.jpeg,Climacodon septentrionalis,Климакодон северный
https://inaturalist-open-data.s3.amazonaws.com/photos/146065441/medium.jpg,Neolentinus lepideus,Пилолистник чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/146129606/medium.jpeg,Parmelia saxatilis,Пармелия скальная
https://inaturalist-open-data.s3.amazonaws.com/photos/146554570/medium.jpg,Cetraria islandica,Цетрария исландская
https://inaturalist-open-data.s3.amazonaws.com/photos/147042547/medium.jpeg,Cortinarius caperatus,Колпак кольчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/147044765/medium.jpeg,Cladonia rangiferina,Кладония оленья
https://inaturalist-open-data.s3.amazonaws.com/photos/147045900/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/147238223/medium.jpeg,Cantharellus cibarius,Лисичка обыкновенная
https://inaturalist-open-data.s3.amazonaws.com/photos/147305417/medium.jpeg,Cladonia stellaris,Кладония звездчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/147305667/medium.jpeg,Cladonia stygia,
https://inaturalist-open-data.s3.amazonaws.com/photos/147305866/medium.jpeg,Pseudevernia furfuracea,Псевдеверния зернистая
https://inaturalist-open-data.s3.amazonaws.com/photos/147306032/medium.jpeg,Hypogymnia physodes,Гипогимния вздутая
https://inaturalist-open-data.s3.amazonaws.com/photos/147443779/medium.jpeg,Hydnellum peckii,Гиднеллум Пека
https://inaturalist-open-data.s3.amazonaws.com/photos/147494800/medium.jpeg,Hypogymnia physodes,Гипогимния вздутая
https://inaturalist-open-data.s3.amazonaws.com/photos/147503092/medium.jpg,Hydnellum peckii,Гиднеллум Пека
https://static.inaturalist.org/photos/147550993/medium.jpeg,Ganoderma applanatum,Трутовик плоский
https://inaturalist-open-data.s3.amazonaws.com/photos/147620751/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/147714123/medium.jpeg,Fomes fomentarius,Трутовик настоящий
https://inaturalist-open-data.s3.amazonaws.com/photos/147714432/medium.jpeg,Neolentinus lepideus,Пилолистник чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/147715278/medium.jpeg,Ditiola radicata,Дитиола укоренённая
https://inaturalist-open-data.s3.amazonaws.com/photos/147715778/medium.jpeg,Neolentinus lepideus,Пилолистник чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/147715915/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/147716168/medium.jpeg,Fomitopsis betulina,Трутовик берёзовый
https://inaturalist-open-data.s3.amazonaws.com/photos/147716216/medium.jpeg,Fomitopsis betulina,Трутовик берёзовый
https://inaturalist-open-data.s3.amazonaws.com/photos/147716241/medium.jpeg,Vulpicida pinastri,Вульпицида сосновая
https://inaturalist-open-data.s3.amazonaws.com/photos/147716362/medium.jpeg,Jackrogersella multiformis,Джекроджерселла многообразная
https://inaturalist-open-data.s3.amazonaws.com/photos/147716479/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/147736454/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/147736554/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/147736670/medium.jpeg,Parmelia sulcata,Пармелия бороздчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/147773142/medium.jpeg,Neolentinus lepideus,Пилолистник чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/147801191/medium.jpeg,Hypogymnia physodes,Гипогимния вздутая
https://static.inaturalist.org/photos/147829189/medium.jpg,Fomitopsis pinicola,Трутовик окаймлённый
https://static.inaturalist.org/photos/148002683/medium.jpeg,Parmelia sulcata,Пармелия бороздчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/148005816/medium.jpg,Pseudevernia furfuracea,Псевдеверния зернистая
https://inaturalist-open-data.s3.amazonaws.com/photos/148017991/medium.jpeg,Stropharia aeruginosa,Строфария синевато-зеленая
https://inaturalist-open-data.s3.amazonaws.com/photos/148018264/medium.jpeg,Amanita muscaria,Мухомор красный
https://inaturalist-open-data.s3.amazonaws.com/photos/148239646/medium.jpeg,Xanthoparmelia conspersa,Ксантопармелия усыпанная
https://inaturalist-open-data.s3.amazonaws.com/photos/148266030/medium.jpg,Hypogymnia physodes,Гипогимния вздутая
https://inaturalist-open-data.s3.amazonaws.com/photos/148309936/medium.jpeg,Daldinia loculata,Дальдиния разделенная
https://inaturalist-open-data.s3.amazonaws.com/photos/148316101/medium.jpeg,Ganoderma applanatum,Трутовик плоский
https://static.inaturalist.org/photos/148329727/medium.jpeg,Agrocybe pediades,Агроцибе стоповидный
https://inaturalist-open-data.s3.amazonaws.com/photos/148481266/medium.jpeg,Cetraria islandica,Цетрария исландская
https://inaturalist-open-data.s3.amazonaws.com/photos/148551951/medium.jpg,Artomyces pyxidatus,Клавикорона крыночковидная
https://inaturalist-open-data.s3.amazonaws.com/photos/148552767/medium.jpeg,Leccinum aurantiacum,Подосиновик
https://inaturalist-open-data.s3.amazonaws.com/photos/148599972/medium.jpeg,Cladonia rangiferina,Кладония оленья
https://static.inaturalist.org/photos/148696409/medium.jpeg,Exobasidium vaccinii,Экзобазидиум брусничный
https://static.inaturalist.org/photos/148701691/medium.jpeg,Parmeliopsis ambigua,Пармелиопсис сомнительный
https://inaturalist-open-data.s3.amazonaws.com/photos/148740874/medium.jpeg,Cerioporus squamosus,Трутовик чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/148758280/medium.jpg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/148759948/medium.jpeg,Cetraria islandica,Цетрария исландская
https://inaturalist-open-data.s3.amazonaws.com/photos/148782733/medium.jpeg,Cerioporus squamosus,Трутовик чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/148926967/medium.jpeg,Hypogymnia physodes,Гипогимния вздутая
https://inaturalist-open-data.s3.amazonaws.com/photos/148927084/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/148935642/medium.jpeg,Climacodon septentrionalis,Климакодон северный
https://inaturalist-open-data.s3.amazonaws.com/photos/149348050/medium.jpg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/148971632/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/148992197/medium.jpeg,Leccinum scabrum,Подберёзовик
https://inaturalist-open-data.s3.amazonaws.com/photos/149105946/medium.jpeg,Parmeliopsis ambigua,Пармелиопсис сомнительный
https://inaturalist-open-data.s3.amazonaws.com/photos/149114567/medium.jpeg,Xanthoria parietina,Ксантория настенная
https://inaturalist-open-data.s3.amazonaws.com/photos/149126407/medium.jpeg,Hortiboletus rubellus,Моховик красный
https://static.inaturalist.org/photos/149141526/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/149160417/medium.jpeg,Platismatia glauca,Платисматия сизая
https://inaturalist-open-data.s3.amazonaws.com/photos/149161772/medium.jpeg,Tremella mesenterica,Дрожалка оранжевая
https://inaturalist-open-data.s3.amazonaws.com/photos/149162666/medium.jpeg,Trichaptum biforme,Трихаптум двоякий
https://inaturalist-open-data.s3.amazonaws.com/photos/149164909/medium.jpeg,Cantharellus cibarius,Лисичка обыкновенная
https://inaturalist-open-data.s3.amazonaws.com/photos/149222488/medium.jpg,Coprinus comatus,Навозник белый
https://inaturalist-open-data.s3.amazonaws.com/photos/149262153/medium.jpeg,Pholiota aurivella,Чешуйчатка золотистая
https://inaturalist-open-data.s3.amazonaws.com/photos/149318060/medium.jpeg,Neolentinus lepideus,Пилолистник чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/149318131/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/149318231/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/149329314/medium.jpg,Pleurotus pulmonarius,Вёшенка лёгочная
https://inaturalist-open-data.s3.amazonaws.com/photos/149344190/medium.jpg,Agaricus augustus,Шампиньон августовский
